run_id	model	arm	task	trial	resolved	failure_mode	in_tok	out_tok	agent_sec
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	20.592143
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	79.011119
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	True	unset	n/a	n/a	63.362321
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	61.852346
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	53.92157
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	85.50144
gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic	thinkon	fix-git	fix-git.2-of-2.gemma4_26b-a4b-it-q4_k_m-ctx256k-agentic-thinkon-n2-105913	False	unset	n/a	n/a	59.970847
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	140.470833
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	85.225922
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	True	unset	n/a	n/a	54.612213
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	38.923394
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	oom	oom.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	67.926889
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	32.996569
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	agent_timeout	n/a	n/a	660.720899
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	True	unset	n/a	n/a	31.001951
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	38.750134
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-1.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n1-084214	False	unset	n/a	n/a	42.212762
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	143.837259
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	80.556852
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	42.708573
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fix-git	fix-git.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	29.779823
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	36.477985
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	30.619484
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	42.587834
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	31.769573
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	47.942305
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	66.3637
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	39.998898
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	35.74671
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	agent_timeout	n/a	n/a	660.207473
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	agent_timeout	n/a	n/a	660.20304
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	oom	oom.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	65.360969
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	oom	oom.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	False	unset	n/a	n/a	78.922449
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	24.749163
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	19.366519
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	88.801299
kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	kat-coder-v2.5_q5km-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.2-of-2.kat-coder-v2.5_q5km-ctx256k-agentic-thinkon-n2-090610	True	unset	n/a	n/a	81.042863
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	True	unset	n/a	n/a	284.11487
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	False	agent_timeout	n/a	n/a	437.338841
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	True	unset	n/a	n/a	32.936219
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	oom	oom.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	False	unset	n/a	n/a	156.09035
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	False	unset	n/a	n/a	120.965804
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	False	unset	n/a	n/a	150.615576
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	True	unset	n/a	n/a	107.547064
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	True	unset	n/a	n/a	68.608665
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fix-git	fix-git.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	True	unset	n/a	n/a	66.155292
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n1-112216	False	unset	n/a	n/a	99.682067
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	True	unset	n/a	n/a	414.569646
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	git-multibranch	git-multibranch.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	252.036365
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	agent_timeout	n/a	n/a	660.17023
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	polyglot-c-py	polyglot-c-py.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	agent_timeout	n/a	n/a	660.194151
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	52.626721
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fibonacci-server	fibonacci-server.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	49.030056
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	True	unset	n/a	n/a	83.351293
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	csv-to-parquet	csv-to-parquet.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	True	unset	n/a	n/a	99.580521
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	oom	oom.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	119.297146
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	oom	oom.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	89.957354
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	74.756665
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	nginx-request-logging	nginx-request-logging.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	102.100807
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	170.972165
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	openssl-selfsigned-cert	openssl-selfsigned-cert.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	True	unset	n/a	n/a	96.525979
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	True	unset	n/a	n/a	32.234129
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fix-permissions	fix-permissions.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	True	unset	n/a	n/a	31.254996
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	49.742861
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	modernize-fortran-build	modernize-fortran-build.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	46.888863
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fix-git	fix-git.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	140.520447
north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	north-mini-code-1.0_q4_k_m-ctx256k-agentic	r1-mixed	fix-git	fix-git.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-n2-155627	False	unset	n/a	n/a	72.545402
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	unset	n/a	n/a	401.459539
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	unset	n/a	n/a	272.291368
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fix-permissions	fix-permissions.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	True	unset	n/a	n/a	119.057063
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	unset	n/a	n/a	58.40961
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	unset	n/a	n/a	89.053422
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	agent_timeout	n/a	n/a	660.218001
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	unset	n/a	n/a	67.009756
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	True	unset	n/a	n/a	103.210671
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	False	unset	n/a	n/a	80.788508
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	oom	oom.1-of-1.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n1-151826	True	unset	n/a	n/a	90.520727
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	True	agent_timeout	n/a	n/a	502.720816
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	git-multibranch	git-multibranch.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	173.259818
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	49.144752
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	modernize-fortran-build	modernize-fortran-build.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	34.977685
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	oom	oom.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	319.432801
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	oom	oom.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	True	unset	n/a	n/a	126.177567
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	128.518155
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	openssl-selfsigned-cert	openssl-selfsigned-cert.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	77.026464
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	145.004405
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fibonacci-server	fibonacci-server.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	91.928122
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	101.450394
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	nginx-request-logging	nginx-request-logging.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	91.437966
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fix-git	fix-git.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	unset	n/a	n/a	88.315993
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	fix-git	fix-git.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	True	unset	n/a	n/a	81.867074
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	True	unset	n/a	n/a	97.354539
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	csv-to-parquet	csv-to-parquet.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	True	unset	n/a	n/a	83.415254
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.1-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	agent_timeout	n/a	n/a	660.21452
north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	north-mini-code-1.0_q4_k_m-ctx256k-agentic	thinkon	polyglot-c-py	polyglot-c-py.2-of-2.north-mini-code-1.0_q4_k_m-ctx256k-agentic-thinkon-n2-094909	False	agent_timeout	n/a	n/a	660.187538
